,users,degree
615,35715495,94.0
616,871941086918430722,114.0
617,887315829569835008,427.0
618,938531285261307904,123.0
619,3040888864,572.0
620,872351040791818242,162.0
621,2689252710,1566.0
622,2805088704,90.0
623,778229359941476353,111.0
624,848814861849112576,1690.0
625,920266768303755264,954.0
626,78123686,13.0
627,1129122044,70.0
628,865179662707826688,273.0
629,761857778491195392,1612.0
630,1891459596,71.0
631,3917600955,306.0
632,588620077,1539.0
633,306668495,264.0
634,998785842016604160,26.0
635,998681544926646272,132.0
636,1224034316,160.0
637,758386422147604480,8.0
638,4076370561,52.0
639,83358219,193.0
640,997524975799144448,58.0
641,39566793,322.0
642,451280434,565.0
643,979164325460852737,77.0
644,854280564765069313,1068.0
645,2185089095,19.0
646,942761274508808194,36.0
647,2831510836,67.0
648,376930219,81.0
649,996370600565362688,49.0
650,970660517730832385,151.0
651,2722609818,4262.0
652,127498807,40.0
653,109058633,474.0
654,995026947729166336,20.0
655,891586665805950976,57.0
656,227355635,77.0
657,295133684,241.0
658,189148153,61.0
659,991397334452928512,127.0
660,918416282260779010,56.0
661,57588326,63.0
662,801497893882523649,99.0
663,2726301965,1590.0
664,761519920194682880,193.0
665,2563163478,2087.0
666,993154151449284609,104.0
667,3080247424,34.0
668,100973398,96.0
669,2368570072,1375.0
670,870362723313491969,3378.0
671,979714517293850626,87.0
672,3556710089,208.0
673,124764335,319.0
674,990577390261850113,21.0
675,23941346,316.0
676,991749939008024576,18.0
677,497674921,7.0
678,941177712617680897,75.0
679,714463729740562434,4737.0
680,760102323062530048,410.0
681,2990946543,712.0
682,1560886790,688.0
683,990622324008374274,23.0
684,982169809046523904,11.0
685,307464075,111.0
686,463213462,51.0
687,985843585932189697,75.0
688,3133199770,88.0
689,946106161618669568,178.0
690,1919457535,54.0
691,989219648678875137,166.0
692,23807886,213.0
693,727197355477491712,340.0
694,424402605,194.0
695,889622008262217728,75.0
696,832588534498390016,94.0
697,3202297720,295.0
698,413987476,2838.0
699,988706400132972544,148.0
700,155149323,55.0
701,986998884156297216,35.0
702,988398896006168576,323.0
703,2342487127,292.0
704,988315412772384770,6.0
705,710210162557001729,526.0
706,226258272,702.0
707,986956637238910977,1731.0
708,729354705256775682,65.0
709,2953210671,84.0
710,704282952973348864,926.0
711,978589108082827264,410.0
712,948809428421304325,48.0
713,389655135,118.0
714,984661944769560577,188.0
715,4238343863,75.0
716,958463704898719745,3176.0
717,2894451016,1080.0
718,986552006679711744,43.0
719,870020685850173442,208.0
720,985200142985973761,121.0
721,66332623,21.0
722,842429104976723969,15.0
723,981064579705966592,5.0
724,4039985303,348.0
725,227631195,4979.0
726,985872722868801536,19.0
727,716936495001681920,16.0
728,796621592780480512,860.0
729,19235649,49.0
730,985795371598311424,169.0
731,626530437,1660.0
732,966270306158632960,10.0
733,210445195,101.0
734,985290527577985024,21.0
735,985220513353125889,5.0
736,985064613069971456,674.0
737,984506187180904450,192.0
738,830516474666180610,230.0
739,947148061394038790,703.0
740,1461742507,2642.0
741,984479796456574977,154.0
742,289011564,111.0
743,962134667917975554,37.0
744,984503917206802432,12.0
745,3287947995,410.0
746,980451085071671297,54.0
747,2262904372,293.0
748,958406136163700737,899.0
749,527609404,88.0
750,948271439832023040,11.0
751,315965852,14.0
752,2893734826,154.0
753,790083208239058944,165.0
754,981470283037999104,4548.0
755,982529104347090945,71.0
756,968852869767139328,2294.0
757,967066617799639041,2359.0
758,782140952693641216,123.0
759,981242393730174976,312.0
760,758218157689626624,1526.0
761,2381459933,84.0
762,280114891,448.0
763,835989639160811520,72.0
764,983048650812207105,24.0
765,974751078590877696,1787.0
766,982879595203629056,28.0
767,829419427745644545,77.0
768,256972568,66.0
769,2456562707,732.0
770,923754754945306624,58.0
771,982358226514726912,212.0
772,1389395568,1014.0
773,52032424,786.0
774,137634343,68.0
775,557566364,44.0
776,965889627361071104,101.0
777,981788819761614848,51.0
778,978513596740263936,176.0
779,970937930444353536,1827.0
780,178688727,236.0
781,833715605744279553,140.0
782,966073718811381760,1232.0
783,927867259380486144,47.0
784,978799016472399874,455.0
785,965305170136567808,995.0
786,980370085570375680,61.0
787,2332677646,41.0
788,884981551196274688,3605.0
789,19470289,445.0
790,2649577181,1537.0
791,2838003581,28.0
792,262650507,15.0
793,1622078412,19.0
794,906124715823071232,81.0
795,978707079551647746,246.0
796,1044689035,2065.0
797,848285543158960129,24.0
798,781511232255918080,480.0
799,4483797977,112.0
800,2875541440,139.0
801,744463686094426112,25.0
802,977939677054455808,86.0
803,973325872223662080,1204.0
804,971317704543100929,78.0
805,2344777150,366.0
806,2601490419,26.0
807,115174428,1345.0
808,977114795425058816,120.0
809,976879182155304962,42.0
810,4040543949,882.0
811,976498542847184896,7.0
812,2491264922,257.0
813,873923566500270080,820.0
814,938301326219534336,47.0
815,976064857920409600,4.0
816,66356209,1491.0
817,480372052,467.0
818,957241460704890881,411.0
819,934078052015005696,55.0
820,226968415,2077.0
821,972181913048879104,18.0
822,974994764566269953,196.0
823,3855703876,716.0
824,846064691705266176,507.0
825,872774074363240448,76.0
826,974300166512631808,3.0
827,2319537325,270.0
828,974165589966184449,392.0
829,2828306065,569.0
830,192485688,95.0
831,944294470077558785,23.0
832,17777149,2843.0
833,2850118634,112.0
834,944239445217239040,1529.0
835,2562216309,263.0
836,973306519184986112,1562.0
837,340458319,1082.0
838,794608293062832128,301.0
839,967750213254381568,99.0
840,794473755959525377,2084.0
841,901889320893730817,936.0
842,2767000605,553.0
843,829667961090764801,2139.0
844,923167547498942464,428.0
845,923865504439250944,1259.0
846,703562693,114.0
847,175060311,122.0
848,714533160634204161,66.0
849,483691971,831.0
850,971083254991409153,755.0
851,18831262,630.0
852,956489353823490048,382.0
853,959502487156862977,4933.0
854,1146947384,4806.0
855,732200911657943040,209.0
856,877559698945433601,14.0
857,779772765020782593,565.0
858,743494482658734080,963.0
859,911524117932838912,38.0
860,966736152475643908,64.0
861,729222340983304193,200.0
862,3323689679,101.0
863,826070673357414402,276.0
864,968956614723145729,21.0
865,801829916148985856,43.0
866,968087073625427968,122.0
867,124716802,507.0
868,889729235740487680,25.0
869,882300505166405633,76.0
870,711003216,80.0
871,791490056,104.0
872,141504137,53.0
873,855702812222730241,395.0
874,966683046735904770,38.0
875,955912759941783565,328.0
876,964451166695419904,261.0
877,966257089504071681,915.0
878,916390622851993600,473.0
879,58784453,2203.0
880,375509665,17.0
881,877503764617474048,550.0
882,950695925521018880,773.0
883,97627935,2782.0
884,853015273573675008,12.0
885,943392662316568578,3405.0
886,732518262307721217,361.0
887,617299842,518.0
888,939023812766470144,24.0
889,589350228,7.0
890,901765052285505537,632.0
891,963829541570514945,4.0
892,3297290054,121.0
893,14726889,492.0
894,519578871,243.0
895,2829273353,224.0
896,777888127264391168,91.0
897,962316619308503040,42.0
898,841711800844505088,89.0
899,3208139247,62.0
900,780126632,22.0
901,23499229,2995.0
902,757413991220076544,151.0
903,961114240806473730,62.0
904,871393432278880261,233.0
905,941068713465348103,52.0
906,4727384362,217.0
907,960813250341425152,112.0
908,828996646864318465,171.0
909,913331259027476480,91.0
910,824649332301459456,446.0
911,787288177388249088,397.0
912,2500087166,84.0
913,883999669017333760,113.0
914,3852066615,515.0
915,24685225,1050.0
916,2423348481,146.0
917,948444312030842880,658.0
918,959004189929230336,32.0
919,958820844427456512,14.0
920,1719865442,17.0
921,3088845327,68.0
922,1274861328,118.0
923,342646187,116.0
924,953051577039892481,443.0
925,902463913064878080,650.0
926,2280203336,35.0
927,334357713,15.0
928,3763586057,128.0
929,956564073977733120,35.0
930,707252801181716481,74.0
931,835694244388089856,34.0
932,817306069525471232,300.0
933,920659513656659968,14.0
934,793562202594746369,2334.0
935,2788772091,15.0
936,955812662054617088,1288.0
937,182917057,1224.0
938,990498134,3462.0
939,2404323436,35.0
940,3123380338,231.0
941,3229227723,42.0
942,136760135,467.0
943,18636638,247.0
944,836958621892239360,291.0
945,207515096,1907.0
946,911026605341990912,33.0
947,56453979,1054.0
948,945085002261454848,51.0
949,564466058,793.0
950,916616321080745984,26.0
951,951920324295254017,71.0
952,487629588,18.0
953,773968732062384128,48.0
954,952665271420030979,135.0
955,952517008683421696,1.0
956,931354188789018624,3503.0
957,952230955627970562,407.0
958,937968809197101056,173.0
959,2369743090,191.0
960,2870681408,277.0
961,842083009893400577,161.0
962,1469102640,2184.0
963,337639242,142.0
964,797444046738378752,34.0
965,28115252,3205.0
966,901069646681579521,1582.0
967,3109607228,169.0
968,950359108837937152,40.0
969,945028444051705856,121.0
970,949448875852681217,28.0
971,161834496,75.0
972,944462782099001344,16.0
973,463888510,220.0
974,948605390576652290,144.0
975,931773703477694464,25.0
976,707988629705121792,307.0
977,29245763,36.0
978,21407048,7262.0
979,930075075432370176,134.0
980,945264526265643008,45.0
981,827831492235632640,1390.0
982,947883651324399616,146.0
983,938132504787214336,4930.0
984,779692443910410240,4316.0
985,947549978548940800,39.0
986,29508330,3.0
987,947067599006859264,246.0
988,946924402410745856,84.0
989,3366559990,506.0
990,946492130985435136,82.0
991,946502251824189440,82.0
992,1493454182,514.0
993,390873286,15.0
994,944445034153304066,130.0
995,799357220966330368,358.0
996,778799934,11.0
997,936803293736636416,626.0
998,978655903,84.0
999,3131952858,76.0
1000,3317672464,33.0
1001,933671897925120000,12.0
1002,767633078667927552,323.0
1003,883300679774818304,59.0
1004,148087635,11.0
1005,870792899423809536,108.0
1006,943926184458547200,14.0
1007,862681985717862403,98.0
1008,184722788,68.0
1009,4474342348,69.0
1010,3409691056,273.0
1011,893442309785866240,28.0
1012,464567624,284.0
1013,2766667002,6259.0
1014,3029883086,63.0
1015,207975905,154.0
1016,2922958523,145.0
1017,263093670,66.0
1018,478720349,16.0
1019,633812181,120.0
1020,717785704336658432,40.0
1021,90620133,32.0
1022,2377438320,72.0
1023,941319054903664645,149.0
1024,941255851473502208,124.0
1025,2649376837,48.0
1026,47661755,339.0
1027,3300975598,1874.0
1028,2184243150,26.0
1029,57980168,54.0
1030,2524746013,45.0
1031,940840938569719811,22.0
1032,940833243070451714,30.0
1033,2744447334,677.0
1034,1236324632,3.0
1035,940521657583710209,41.0
1036,905180736633933824,83.0
1037,156308374,883.0
1038,1538657934,192.0
1039,881422979275608065,3813.0
1040,939631062610784256,51.0
1041,891942121799921664,55.0
1042,340986708,4.0
1043,939254214571720704,13.0
1044,2183640539,155.0
1045,204570342,1870.0
1046,1407750848,227.0
1047,2298146256,1693.0
1048,900323096871280640,57.0
1049,158050585,40.0
1050,4876380429,9.0
1051,931261993692090368,103.0
1052,20757779,26.0
1053,888061872611655680,238.0
1054,3387544582,13.0
1055,38164078,30.0
1056,860658724997922817,1032.0
1057,356719152,4811.0
1058,915381859596607488,928.0
1059,913482299471269888,75.0
1060,893147950662201344,280.0
1061,729684092967636992,213.0
1062,936617162571239424,132.0
1063,2983307944,4992.0
1064,928208107871850497,44.0
1065,3115086628,89.0
1066,263884334,15.0
1067,871038742982791168,52.0
1068,1270406347,126.0
1069,2786526805,424.0
1070,916693558647812097,711.0
1071,937028470420529157,980.0
1072,2415925821,125.0
1073,3409058254,709.0
1074,2971590675,28.0
1075,890143846381780992,252.0
1076,880840519575904256,98.0
1077,3339019996,306.0
1078,2453260071,79.0
1079,4382429728,2575.0
1080,466040959,4999.0
1081,895591374266957824,429.0
1082,936146818752270336,98.0
1083,2246668431,739.0
1084,935926972726857728,144.0
1085,870286546146131968,51.0
1086,916213418734039042,550.0
1087,327605896,1856.0
1088,895050200934486016,52.0
1089,752594166799036416,1310.0
1090,1121441719,561.0
1091,700707490065846272,82.0
1092,909404705121558528,131.0
1093,2457890810,101.0
1094,2957595777,265.0
1095,927309512993800192,31.0
1096,935003286524055552,130.0
1097,134851959,2728.0
1098,841269847682088960,100.0
1099,49426052,44.0
1100,907583899500519424,38.0
1101,934174360558014469,32.0
1102,2347283940,75.0
1103,3233637266,312.0
1104,4592704636,4279.0
1105,921420445966110720,10.0
1106,933727410809397250,87.0
1107,3253457271,394.0
1108,932021844303056896,207.0
1109,928160119015329793,338.0
1110,2880137551,1892.0
1111,2893161491,91.0
1112,703337750871863297,68.0
1113,726914952414515200,275.0
1114,906859166949572608,305.0
1115,2494094120,58.0
1116,4844526228,759.0
1117,284417203,381.0
1118,905013514699505664,12.0
1119,917114366968909824,135.0
1120,924766340119957506,95.0
1121,3836589334,226.0
1122,457671407,162.0
1123,932170484162203648,44.0
1124,2755682284,571.0
1125,922011535953858560,198.0
1126,774288591438618624,90.0
1127,931910954354438145,29.0
1128,119061155,298.0
1129,1969215284,17.0
1130,423504839,647.0
1131,466682240,1344.0
1132,928176688411881472,9.0
1133,50089764,504.0
1134,19191490,430.0
1135,848988317542731776,121.0
1136,918711142599421952,516.0
1137,872958886982164480,666.0
1138,13200942,3698.0
1139,862978273852235776,211.0
1140,209518374,89.0
